iccs,unit,geo,year,value,category
ICCS0101,NR,AT,2008,58.0,homicide
ICCS0101,NR,AT,2009,51.0,homicide
ICCS0101,NR,AT,2010,61.0,homicide
ICCS0101,NR,AT,2011,80.0,homicide
ICCS0101,NR,AT,2012,88.0,homicide
ICCS0101,NR,AT,2013,63.0,homicide
ICCS0101,NR,AT,2014,43.0,homicide
ICCS0101,NR,AT,2015,42.0,homicide
ICCS0101,NR,AT,2016,49.0,homicide
ICCS0101,NR,AT,2017,61.0,homicide
ICCS0101,NR,AT,2018,73.0,homicide
ICCS0101,NR,AT,2019,74.0,homicide
ICCS0101,NR,AT,2020,54.0,homicide
ICCS0101,NR,AT,2021,59.0,homicide
ICCS0101,NR,AT,2022,65.0,homicide
ICCS0101,NR,AT,2023,75.0,homicide
ICCS0101,NR,AT,2024,78.0,homicide
ICCS0101,NR,BE,2008,204.0,homicide
ICCS0101,NR,BE,2009,189.0,homicide
ICCS0101,NR,BE,2010,189.0,homicide
ICCS0101,NR,BE,2011,214.0,homicide
ICCS0101,NR,BE,2012,206.0,homicide
ICCS0101,NR,BE,2013,204.0,homicide
ICCS0101,NR,BE,2014,210.0,homicide
ICCS0101,NR,BE,2015,231.0,homicide
ICCS0101,NR,BE,2016,175.0,homicide
ICCS0101,NR,BE,2017,198.0,homicide
ICCS0101,NR,BE,2018,192.0,homicide
ICCS0101,NR,BE,2019,147.0,homicide
ICCS0101,NR,BE,2020,149.0,homicide
ICCS0101,NR,BE,2021,158.0,homicide
ICCS0101,NR,BE,2022,188.0,homicide
ICCS0101,NR,BE,2023,165.0,homicide
ICCS0101,NR,BE,2024,166.0,homicide
ICCS0101,NR,BG,2008,172.0,homicide
ICCS0101,NR,BG,2009,150.0,homicide
ICCS0101,NR,BG,2010,148.0,homicide
ICCS0101,NR,BG,2011,128.0,homicide
ICCS0101,NR,BG,2012,141.0,homicide
ICCS0101,NR,BG,2013,109.0,homicide
ICCS0101,NR,BG,2014,112.0,homicide
ICCS0101,NR,BG,2015,126.0,homicide
ICCS0101,NR,BG,2016,79.0,homicide
ICCS0101,NR,BG,2017,95.0,homicide
ICCS0101,NR,BG,2018,92.0,homicide
ICCS0101,NR,BG,2019,81.0,homicide
ICCS0101,NR,BG,2020,67.0,homicide
ICCS0101,NR,BG,2021,89.0,homicide
ICCS0101,NR,BG,2022,76.0,homicide
ICCS0101,NR,BG,2023,74.0,homicide
ICCS0101,NR,BG,2024,79.0,homicide
ICCS0101,NR,CY,2008,9.0,homicide
ICCS0101,NR,CY,2009,19.0,homicide
ICCS0101,NR,CY,2010,7.0,homicide
ICCS0101,NR,CY,2011,8.0,homicide
ICCS0101,NR,CY,2012,19.0,homicide
ICCS0101,NR,CY,2013,11.0,homicide
ICCS0101,NR,CY,2014,10.0,homicide
ICCS0101,NR,CY,2015,12.0,homicide
ICCS0101,NR,CY,2016,11.0,homicide
ICCS0101,NR,CY,2017,7.0,homicide
ICCS0101,NR,CY,2018,14.0,homicide
ICCS0101,NR,CY,2019,13.0,homicide
ICCS0101,NR,CY,2020,15.0,homicide
ICCS0101,NR,CY,2021,14.0,homicide
ICCS0101,NR,CY,2022,7.0,homicide
ICCS0101,NR,CY,2023,10.0,homicide
ICCS0101,NR,CY,2024,9.0,homicide
ICCS0101,NR,CZ,2008,113.0,homicide
ICCS0101,NR,CZ,2009,105.0,homicide
ICCS0101,NR,CZ,2010,105.0,homicide
ICCS0101,NR,CZ,2011,83.0,homicide
ICCS0101,NR,CZ,2012,95.0,homicide
ICCS0101,NR,CZ,2013,90.0,homicide
ICCS0101,NR,CZ,2014,81.0,homicide
ICCS0101,NR,CZ,2015,88.0,homicide
ICCS0101,NR,CZ,2016,65.0,homicide
ICCS0101,NR,CZ,2017,40.0,homicide
ICCS0101,NR,CZ,2018,55.0,homicide
ICCS0101,NR,CZ,2019,81.0,homicide
ICCS0101,NR,CZ,2020,57.0,homicide
ICCS0101,NR,CZ,2021,46.0,homicide
ICCS0101,NR,CZ,2022,79.0,homicide
ICCS0101,NR,CZ,2023,68.0,homicide
ICCS0101,NR,CZ,2024,69.0,homicide
ICCS0101,NR,DE,2008,656.0,homicide
ICCS0101,NR,DE,2009,721.0,homicide
ICCS0101,NR,DE,2010,699.0,homicide
ICCS0101,NR,DE,2011,689.0,homicide
ICCS0101,NR,DE,2012,619.0,homicide
ICCS0101,NR,DE,2013,623.0,homicide
ICCS0101,NR,DE,2014,645.0,homicide
ICCS0101,NR,DE,2015,655.0,homicide
ICCS0101,NR,DE,2016,747.0,homicide
ICCS0101,NR,DE,2017,738.0,homicide
ICCS0101,NR,DE,2018,632.0,homicide
ICCS0101,NR,DE,2019,586.0,homicide
ICCS0101,NR,DE,2020,719.0,homicide
ICCS0101,NR,DE,2021,631.0,homicide
ICCS0101,NR,DE,2022,614.0,homicide
ICCS0101,NR,DE,2023,661.0,homicide
ICCS0101,NR,DE,2024,694.0,homicide
ICCS0101,NR,DK,2008,53.0,homicide
ICCS0101,NR,DK,2009,56.0,homicide
ICCS0101,NR,DK,2010,49.0,homicide
ICCS0101,NR,DK,2011,49.0,homicide
ICCS0101,NR,DK,2012,43.0,homicide
ICCS0101,NR,DK,2013,41.0,homicide
ICCS0101,NR,DK,2014,62.0,homicide
ICCS0101,NR,DK,2015,52.0,homicide
ICCS0101,NR,DK,2016,53.0,homicide
ICCS0101,NR,DK,2017,61.0,homicide
ICCS0101,NR,DK,2018,54.0,homicide
ICCS0101,NR,DK,2019,54.0,homicide
ICCS0101,NR,DK,2020,51.0,homicide
ICCS0101,NR,DK,2021,42.0,homicide
ICCS0101,NR,DK,2022,59.0,homicide
ICCS0101,NR,DK,2023,53.0,homicide
ICCS0101,NR,DK,2024,52.0,homicide
ICCS0101,NR,EE,2008,84.0,homicide
ICCS0101,NR,EE,2009,70.0,homicide
ICCS0101,NR,EE,2010,70.0,homicide
ICCS0101,NR,EE,2011,65.0,homicide
ICCS0101,NR,EE,2012,63.0,homicide
ICCS0101,NR,EE,2013,52.0,homicide
ICCS0101,NR,EE,2014,41.0,homicide
ICCS0101,NR,EE,2015,50.0,homicide
ICCS0101,NR,EE,2016,33.0,homicide
ICCS0101,NR,EE,2017,29.0,homicide
ICCS0101,NR,EE,2018,25.0,homicide
ICCS0101,NR,EE,2019,23.0,homicide
ICCS0101,NR,EE,2020,37.0,homicide
ICCS0101,NR,EE,2021,19.0,homicide
ICCS0101,NR,EE,2022,18.0,homicide
ICCS0101,NR,EE,2023,18.0,homicide
ICCS0101,NR,EE,2024,25.0,homicide
ICCS0101,NR,EL,2008,139.0,homicide
ICCS0101,NR,EL,2009,143.0,homicide
ICCS0101,NR,EL,2010,176.0,homicide
ICCS0101,NR,EL,2011,184.0,homicide
ICCS0101,NR,EL,2012,165.0,homicide
ICCS0101,NR,EL,2013,141.0,homicide
ICCS0101,NR,EL,2014,105.0,homicide
ICCS0101,NR,EL,2015,86.0,homicide
ICCS0101,NR,EL,2016,81.0,homicide
ICCS0101,NR,EL,2017,78.0,homicide
ICCS0101,NR,EL,2018,94.0,homicide
ICCS0101,NR,EL,2019,76.0,homicide
ICCS0101,NR,EL,2020,73.0,homicide
ICCS0101,NR,EL,2021,89.0,homicide
ICCS0101,NR,EL,2022,79.0,homicide
ICCS0101,NR,EL,2023,76.0,homicide
ICCS0101,NR,EL,2024,81.0,homicide
ICCS0101,NR,ES,2008,407.0,homicide
ICCS0101,NR,ES,2009,412.0,homicide
ICCS0101,NR,ES,2010,401.0,homicide
ICCS0101,NR,ES,2011,385.0,homicide
ICCS0101,NR,ES,2012,364.0,homicide
ICCS0101,NR,ES,2013,302.0,homicide
ICCS0101,NR,ES,2014,323.0,homicide
ICCS0101,NR,ES,2015,302.0,homicide
ICCS0101,NR,ES,2016,294.0,homicide
ICCS0101,NR,ES,2017,307.0,homicide
ICCS0101,NR,ES,2018,289.0,homicide
ICCS0101,NR,ES,2019,331.0,homicide
ICCS0101,NR,ES,2020,298.0,homicide
ICCS0101,NR,ES,2021,290.0,homicide
ICCS0101,NR,ES,2022,325.0,homicide
ICCS0101,NR,ES,2023,333.0,homicide
ICCS0101,NR,ES,2024,349.0,homicide
ICCS0101,NR,FI,2008,160.0,homicide
ICCS0101,NR,FI,2009,138.0,homicide
ICCS0101,NR,FI,2010,133.0,homicide
ICCS0101,NR,FI,2011,134.0,homicide
ICCS0101,NR,FI,2012,107.0,homicide
ICCS0101,NR,FI,2013,107.0,homicide
ICCS0101,NR,FI,2014,112.0,homicide
ICCS0101,NR,FI,2015,116.0,homicide
ICCS0101,NR,FI,2016,96.0,homicide
ICCS0101,NR,FI,2017,74.0,homicide
ICCS0101,NR,FI,2018,95.0,homicide
ICCS0101,NR,FI,2019,83.0,homicide
ICCS0101,NR,FI,2020,95.0,homicide
ICCS0101,NR,FI,2021,94.0,homicide
ICCS0101,NR,FI,2022,83.0,homicide
ICCS0101,NR,FI,2023,64.0,homicide
ICCS0101,NR,FI,2024,100.0,homicide
ICCS0101,NR,FR,2008,975.0,homicide
ICCS0101,NR,FR,2009,804.0,homicide
ICCS0101,NR,FR,2010,797.0,homicide
ICCS0101,NR,FR,2011,874.0,homicide
ICCS0101,NR,FR,2012,814.0,homicide
ICCS0101,NR,FR,2013,802.0,homicide
ICCS0101,NR,FR,2014,765.0,homicide
ICCS0101,NR,FR,2015,880.0,homicide
ICCS0101,NR,FR,2016,779.0,homicide
ICCS0101,NR,FR,2017,710.0,homicide
ICCS0101,NR,FR,2018,696.0,homicide
ICCS0101,NR,FR,2019,753.0,homicide
ICCS0101,NR,FR,2020,692.0,homicide
ICCS0101,NR,FR,2021,734.0,homicide
ICCS0101,NR,FR,2022,821.0,homicide
ICCS0101,NR,FR,2023,887.0,homicide
ICCS0101,NR,FR,2024,882.0,homicide
ICCS0101,NR,HR,2008,71.0,homicide
ICCS0101,NR,HR,2009,49.0,homicide
ICCS0101,NR,HR,2010,62.0,homicide
ICCS0101,NR,HR,2011,49.0,homicide
ICCS0101,NR,HR,2012,51.0,homicide
ICCS0101,NR,HR,2013,46.0,homicide
ICCS0101,NR,HR,2014,36.0,homicide
ICCS0101,NR,HR,2015,37.0,homicide
ICCS0101,NR,HR,2016,44.0,homicide
ICCS0101,NR,HR,2017,46.0,homicide
ICCS0101,NR,HR,2018,24.0,homicide
ICCS0101,NR,HR,2019,33.0,homicide
ICCS0101,NR,HR,2020,40.0,homicide
ICCS0101,NR,HR,2021,33.0,homicide
ICCS0101,NR,HR,2022,31.0,homicide
ICCS0101,NR,HR,2023,26.0,homicide
ICCS0101,NR,HR,2024,39.0,homicide
ICCS0101,NR,HU,2008,147.0,homicide
ICCS0101,NR,HU,2009,139.0,homicide
ICCS0101,NR,HU,2010,133.0,homicide
ICCS0101,NR,HU,2011,142.0,homicide
ICCS0101,NR,HU,2012,113.0,homicide
ICCS0101,NR,HU,2013,138.0,homicide
ICCS0101,NR,HU,2014,129.0,homicide
ICCS0101,NR,HU,2015,202.0,homicide
ICCS0101,NR,HU,2016,91.0,homicide
ICCS0101,NR,HU,2017,85.0,homicide
ICCS0101,NR,HU,2018,83.0,homicide
ICCS0101,NR,HU,2019,58.0,homicide
ICCS0101,NR,HU,2020,77.0,homicide
ICCS0101,NR,HU,2021,67.0,homicide
ICCS0101,NR,HU,2022,85.0,homicide
ICCS0101,NR,HU,2023,69.0,homicide
ICCS0101,NR,HU,2024,66.0,homicide
ICCS0101,NR,IE,2008,51.0,homicide
ICCS0101,NR,IE,2009,53.0,homicide
ICCS0101,NR,IE,2010,55.0,homicide
ICCS0101,NR,IE,2011,42.0,homicide
ICCS0101,NR,IE,2012,52.0,homicide
ICCS0101,NR,IE,2013,51.0,homicide
ICCS0101,NR,IE,2014,53.0,homicide
ICCS0101,NR,IE,2015,30.0,homicide
ICCS0101,NR,IE,2016,34.0,homicide
ICCS0101,NR,IE,2017,39.0,homicide
ICCS0101,NR,IE,2018,39.0,homicide
ICCS0101,NR,IE,2019,32.0,homicide
ICCS0101,NR,IE,2020,32.0,homicide
ICCS0101,NR,IE,2021,22.0,homicide
ICCS0101,NR,IE,2022,42.0,homicide
ICCS0101,NR,IE,2023,33.0,homicide
ICCS0101,NR,IE,2024,37.0,homicide
ICCS0101,NR,IT,2008,615.0,homicide
ICCS0101,NR,IT,2009,590.0,homicide
ICCS0101,NR,IT,2010,529.0,homicide
ICCS0101,NR,IT,2011,552.0,homicide
ICCS0101,NR,IT,2012,530.0,homicide
ICCS0101,NR,IT,2013,506.0,homicide
ICCS0101,NR,IT,2014,487.0,homicide
ICCS0101,NR,IT,2015,471.0,homicide
ICCS0101,NR,IT,2016,404.0,homicide
ICCS0101,NR,IT,2017,376.0,homicide
ICCS0101,NR,IT,2018,359.0,homicide
ICCS0101,NR,IT,2019,317.0,homicide
ICCS0101,NR,IT,2020,285.0,homicide
ICCS0101,NR,IT,2021,303.0,homicide
ICCS0101,NR,IT,2022,322.0,homicide
ICCS0101,NR,IT,2023,338.0,homicide
ICCS0101,NR,IT,2024,336.0,homicide
ICCS0101,NR,LT,2008,286.0,homicide
ICCS0101,NR,LT,2009,240.0,homicide
ICCS0101,NR,LT,2010,199.0,homicide
ICCS0101,NR,LT,2011,189.0,homicide
ICCS0101,NR,LT,2012,181.0,homicide
ICCS0101,NR,LT,2013,172.0,homicide
ICCS0101,NR,LT,2014,155.0,homicide
ICCS0101,NR,LT,2015,168.0,homicide
ICCS0101,NR,LT,2016,142.0,homicide
ICCS0101,NR,LT,2017,113.0,homicide
ICCS0101,NR,LT,2018,97.0,homicide
ICCS0101,NR,LT,2019,84.0,homicide
ICCS0101,NR,LT,2020,99.0,homicide
ICCS0101,NR,LT,2021,70.0,homicide
ICCS0101,NR,LT,2022,62.0,homicide
ICCS0101,NR,LT,2023,69.0,homicide
ICCS0101,NR,LT,2024,76.0,homicide
ICCS0101,NR,LU,2008,7.0,homicide
ICCS0101,NR,LU,2009,5.0,homicide
ICCS0101,NR,LU,2010,8.0,homicide
ICCS0101,NR,LU,2011,4.0,homicide
ICCS0101,NR,LU,2012,3.0,homicide
ICCS0101,NR,LU,2013,2.0,homicide
ICCS0101,NR,LU,2014,4.0,homicide
ICCS0101,NR,LU,2015,5.0,homicide
ICCS0101,NR,LU,2016,5.0,homicide
ICCS0101,NR,LU,2017,2.0,homicide
ICCS0101,NR,LU,2018,3.0,homicide
ICCS0101,NR,LU,2019,4.0,homicide
ICCS0101,NR,LU,2020,2.0,homicide
ICCS0101,NR,LU,2021,3.0,homicide
ICCS0101,NR,LU,2022,9.0,homicide
ICCS0101,NR,LU,2023,4.0,homicide
ICCS0101,NR,LU,2024,2.0,homicide
ICCS0101,NR,LV,2008,99.0,homicide
ICCS0101,NR,LV,2009,108.0,homicide
ICCS0101,NR,LV,2010,70.0,homicide
ICCS0101,NR,LV,2011,69.0,homicide
ICCS0101,NR,LV,2012,97.0,homicide
ICCS0101,NR,LV,2013,69.0,homicide
ICCS0101,NR,LV,2014,77.0,homicide
ICCS0101,NR,LV,2015,81.0,homicide
ICCS0101,NR,LV,2016,65.0,homicide
ICCS0101,NR,LV,2017,70.0,homicide
ICCS0101,NR,LV,2018,54.0,homicide
ICCS0101,NR,LV,2019,42.0,homicide
ICCS0101,NR,LV,2020,55.0,homicide
ICCS0101,NR,LV,2021,39.0,homicide
ICCS0101,NR,LV,2022,41.0,homicide
ICCS0101,NR,LV,2023,44.0,homicide
ICCS0101,NR,LV,2024,45.0,homicide
ICCS0101,NR,MT,2008,6.0,homicide
ICCS0101,NR,MT,2009,4.0,homicide
ICCS0101,NR,MT,2010,4.0,homicide
ICCS0101,NR,MT,2011,3.0,homicide
ICCS0101,NR,MT,2012,10.0,homicide
ICCS0101,NR,MT,2013,6.0,homicide
ICCS0101,NR,MT,2014,6.0,homicide
ICCS0101,NR,MT,2015,4.0,homicide
ICCS0101,NR,MT,2016,5.0,homicide
ICCS0101,NR,MT,2017,9.0,homicide
ICCS0101,NR,MT,2018,6.0,homicide
ICCS0101,NR,MT,2019,4.0,homicide
ICCS0101,NR,MT,2020,6.0,homicide
ICCS0101,NR,MT,2021,2.0,homicide
ICCS0101,NR,MT,2022,8.0,homicide
ICCS0101,NR,MT,2023,2.0,homicide
ICCS0101,NR,MT,2024,5.0,homicide
ICCS0101,NR,NL,2008,150.0,homicide
ICCS0101,NR,NL,2009,154.0,homicide
ICCS0101,NR,NL,2013,147.0,homicide
ICCS0101,NR,NL,2014,144.0,homicide
ICCS0101,NR,NL,2015,120.0,homicide
ICCS0101,NR,NL,2016,108.0,homicide
ICCS0101,NR,NL,2017,158.0,homicide
ICCS0101,NR,NL,2018,119.0,homicide
ICCS0101,NR,NL,2019,125.0,homicide
ICCS0101,NR,NL,2020,121.0,homicide
ICCS0101,NR,NL,2021,126.0,homicide
ICCS0101,NR,NL,2022,143.0,homicide
ICCS0101,NR,NL,2023,125.0,homicide
ICCS0101,NR,NL,2024,120.0,homicide
ICCS0101,NR,PL,2008,460.0,homicide
ICCS0101,NR,PL,2009,493.0,homicide
ICCS0101,NR,PL,2010,436.0,homicide
ICCS0101,NR,PL,2011,449.0,homicide
ICCS0101,NR,PL,2012,377.0,homicide
ICCS0101,NR,PL,2013,296.0,homicide
ICCS0101,NR,PL,2014,282.0,homicide
ICCS0101,NR,PL,2015,287.0,homicide
ICCS0101,NR,PL,2016,256.0,homicide
ICCS0101,NR,PL,2017,278.0,homicide
ICCS0101,NR,PL,2018,265.0,homicide
ICCS0101,NR,PL,2019,205.0,homicide
ICCS0101,NR,PL,2020,261.0,homicide
ICCS0101,NR,PL,2021,265.0,homicide
ICCS0101,NR,PL,2022,258.0,homicide
ICCS0101,NR,PL,2023,294.0,homicide
ICCS0101,NR,PL,2024,254.0,homicide
ICCS0101,NR,PT,2008,124.0,homicide
ICCS0101,NR,PT,2009,130.0,homicide
ICCS0101,NR,PT,2010,124.0,homicide
ICCS0101,NR,PT,2011,114.0,homicide
ICCS0101,NR,PT,2012,122.0,homicide
ICCS0101,NR,PT,2013,144.0,homicide
ICCS0101,NR,PT,2014,92.0,homicide
ICCS0101,NR,PT,2015,100.0,homicide
ICCS0101,NR,PT,2016,66.0,homicide
ICCS0101,NR,PT,2017,76.0,homicide
ICCS0101,NR,PT,2018,81.0,homicide
ICCS0101,NR,PT,2019,73.0,homicide
ICCS0101,NR,PT,2020,81.0,homicide
ICCS0101,NR,PT,2021,82.0,homicide
ICCS0101,NR,PT,2022,75.0,homicide
ICCS0101,NR,PT,2023,74.0,homicide
ICCS0101,NR,PT,2024,72.0,homicide
ICCS0101,NR,RO,2008,470.0,homicide
ICCS0101,NR,RO,2009,397.0,homicide
ICCS0101,NR,RO,2010,404.0,homicide
ICCS0101,NR,RO,2011,335.0,homicide
ICCS0101,NR,RO,2012,378.0,homicide
ICCS0101,NR,RO,2013,336.0,homicide
ICCS0101,NR,RO,2014,298.0,homicide
ICCS0101,NR,RO,2015,291.0,homicide
ICCS0101,NR,RO,2016,247.0,homicide
ICCS0101,NR,RO,2017,256.0,homicide
ICCS0101,NR,RO,2018,267.0,homicide
ICCS0101,NR,RO,2019,255.0,homicide
ICCS0101,NR,RO,2020,256.0,homicide
ICCS0101,NR,RO,2021,191.0,homicide
ICCS0101,NR,RO,2022,177.0,homicide
ICCS0101,NR,RO,2023,139.0,homicide
ICCS0101,NR,RO,2024,151.0,homicide
ICCS0101,NR,SE,2008,82.0,homicide
ICCS0101,NR,SE,2009,93.0,homicide
ICCS0101,NR,SE,2010,91.0,homicide
ICCS0101,NR,SE,2011,81.0,homicide
ICCS0101,NR,SE,2012,68.0,homicide
ICCS0101,NR,SE,2013,87.0,homicide
ICCS0101,NR,SE,2014,87.0,homicide
ICCS0101,NR,SE,2015,112.0,homicide
ICCS0101,NR,SE,2016,106.0,homicide
ICCS0101,NR,SE,2017,113.0,homicide
ICCS0101,NR,SE,2018,108.0,homicide
ICCS0101,NR,SE,2019,111.0,homicide
ICCS0101,NR,SE,2020,124.0,homicide
ICCS0101,NR,SE,2021,113.0,homicide
ICCS0101,NR,SE,2022,116.0,homicide
ICCS0101,NR,SE,2023,121.0,homicide
ICCS0101,NR,SE,2024,92.0,homicide
ICCS0101,NR,SI,2008,11.0,homicide
ICCS0101,NR,SI,2009,13.0,homicide
ICCS0101,NR,SI,2010,11.0,homicide
ICCS0101,NR,SI,2011,17.0,homicide
ICCS0101,NR,SI,2012,14.0,homicide
ICCS0101,NR,SI,2013,12.0,homicide
ICCS0101,NR,SI,2014,17.0,homicide
ICCS0101,NR,SI,2015,20.0,homicide
ICCS0101,NR,SI,2016,10.0,homicide
ICCS0101,NR,SI,2017,19.0,homicide
ICCS0101,NR,SI,2018,9.0,homicide
ICCS0101,NR,SI,2019,14.0,homicide
ICCS0101,NR,SI,2020,11.0,homicide
ICCS0101,NR,SI,2021,9.0,homicide
ICCS0101,NR,SI,2022,13.0,homicide
ICCS0101,NR,SI,2023,13.0,homicide
ICCS0101,NR,SI,2024,15.0,homicide
ICCS0101,NR,SK,2008,94.0,homicide
ICCS0101,NR,SK,2009,84.0,homicide
ICCS0101,NR,SK,2010,89.0,homicide
ICCS0101,NR,SK,2011,96.0,homicide
ICCS0101,NR,SK,2012,75.0,homicide
ICCS0101,NR,SK,2013,78.0,homicide
ICCS0101,NR,SK,2014,72.0,homicide
ICCS0101,NR,SK,2015,48.0,homicide
ICCS0101,NR,SK,2016,60.0,homicide
ICCS0101,NR,SK,2017,80.0,homicide
ICCS0101,NR,SK,2018,67.0,homicide
ICCS0101,NR,SK,2019,76.0,homicide
ICCS0101,NR,SK,2020,63.0,homicide
ICCS0101,NR,SK,2021,55.0,homicide
ICCS0101,NR,SK,2022,42.0,homicide
ICCS0101,NR,SK,2023,62.0,homicide
ICCS0101,NR,SK,2024,59.0,homicide
ICCS0101,P_HTHAB,AT,2008,0.7,homicide
ICCS0101,P_HTHAB,AT,2009,0.61,homicide
ICCS0101,P_HTHAB,AT,2010,0.73,homicide
ICCS0101,P_HTHAB,AT,2011,0.96,homicide
ICCS0101,P_HTHAB,AT,2012,1.05,homicide
ICCS0101,P_HTHAB,AT,2013,0.75,homicide
ICCS0101,P_HTHAB,AT,2014,0.51,homicide
ICCS0101,P_HTHAB,AT,2015,0.49,homicide
ICCS0101,P_HTHAB,AT,2016,0.56,homicide
ICCS0101,P_HTHAB,AT,2017,0.7,homicide
ICCS0101,P_HTHAB,AT,2018,0.83,homicide
ICCS0101,P_HTHAB,AT,2019,0.84,homicide
ICCS0101,P_HTHAB,AT,2020,0.61,homicide
ICCS0101,P_HTHAB,AT,2021,0.66,homicide
ICCS0101,P_HTHAB,AT,2022,0.72,homicide
ICCS0101,P_HTHAB,AT,2023,0.82,homicide
ICCS0101,P_HTHAB,AT,2024,0.85,homicide
ICCS0101,P_HTHAB,BE,2008,1.91,homicide
ICCS0101,P_HTHAB,BE,2009,1.76,homicide
ICCS0101,P_HTHAB,BE,2010,1.74,homicide
ICCS0101,P_HTHAB,BE,2011,1.95,homicide
ICCS0101,P_HTHAB,BE,2012,1.86,homicide
ICCS0101,P_HTHAB,BE,2013,1.83,homicide
ICCS0101,P_HTHAB,BE,2014,1.88,homicide
ICCS0101,P_HTHAB,BE,2015,2.06,homicide
ICCS0101,P_HTHAB,BE,2016,1.55,homicide
ICCS0101,P_HTHAB,BE,2017,1.74,homicide
ICCS0101,P_HTHAB,BE,2018,1.68,homicide
ICCS0101,P_HTHAB,BE,2019,1.28,homicide
ICCS0101,P_HTHAB,BE,2020,1.29,homicide
ICCS0101,P_HTHAB,BE,2021,1.37,homicide
ICCS0101,P_HTHAB,BE,2022,1.62,homicide
ICCS0101,P_HTHAB,BE,2023,1.41,homicide
ICCS0101,P_HTHAB,BE,2024,1.4,homicide
ICCS0101,P_HTHAB,BG,2008,2.29,homicide
ICCS0101,P_HTHAB,BG,2009,2.01,homicide
ICCS0101,P_HTHAB,BG,2010,1.99,homicide
ICCS0101,P_HTHAB,BG,2011,1.74,homicide
ICCS0101,P_HTHAB,BG,2012,1.92,homicide
ICCS0101,P_HTHAB,BG,2013,1.5,homicide
ICCS0101,P_HTHAB,BG,2014,1.55,homicide
ICCS0101,P_HTHAB,BG,2015,1.75,homicide
ICCS0101,P_HTHAB,BG,2016,1.1,homicide
ICCS0101,P_HTHAB,BG,2017,1.34,homicide
ICCS0101,P_HTHAB,BG,2018,1.3,homicide
ICCS0101,P_HTHAB,BG,2019,1.16,homicide
ICCS0101,P_HTHAB,BG,2020,0.96,homicide
ICCS0101,P_HTHAB,BG,2021,1.29,homicide
ICCS0101,P_HTHAB,BG,2022,1.11,homicide
ICCS0101,P_HTHAB,BG,2023,1.15,homicide
ICCS0101,P_HTHAB,BG,2024,1.23,homicide
ICCS0101,P_HTHAB,CY,2008,1.16,homicide
ICCS0101,P_HTHAB,CY,2009,2.38,homicide
ICCS0101,P_HTHAB,CY,2010,0.85,homicide
ICCS0101,P_HTHAB,CY,2011,0.95,homicide
ICCS0101,P_HTHAB,CY,2012,2.2,homicide
ICCS0101,P_HTHAB,CY,2013,1.27,homicide
ICCS0101,P_HTHAB,CY,2014,1.17,homicide
ICCS0101,P_HTHAB,CY,2015,1.42,homicide
ICCS0101,P_HTHAB,CY,2016,1.3,homicide
ICCS0101,P_HTHAB,CY,2017,0.82,homicide
ICCS0101,P_HTHAB,CY,2018,1.62,homicide
ICCS0101,P_HTHAB,CY,2019,1.48,homicide
ICCS0101,P_HTHAB,CY,2020,1.69,homicide
ICCS0101,P_HTHAB,CY,2021,1.56,homicide
ICCS0101,P_HTHAB,CY,2022,0.77,homicide
ICCS0101,P_HTHAB,CY,2023,1.05,homicide
ICCS0101,P_HTHAB,CY,2024,0.93,homicide
ICCS0101,P_HTHAB,CZ,2008,1.09,homicide
ICCS0101,P_HTHAB,CZ,2009,1.01,homicide
ICCS0101,P_HTHAB,CZ,2010,1.0,homicide
ICCS0101,P_HTHAB,CZ,2011,0.79,homicide
ICCS0101,P_HTHAB,CZ,2012,0.9,homicide
ICCS0101,P_HTHAB,CZ,2013,0.86,homicide
ICCS0101,P_HTHAB,CZ,2014,0.77,homicide
ICCS0101,P_HTHAB,CZ,2015,0.84,homicide
ICCS0101,P_HTHAB,CZ,2016,0.62,homicide
ICCS0101,P_HTHAB,CZ,2017,0.38,homicide
ICCS0101,P_HTHAB,CZ,2018,0.52,homicide
ICCS0101,P_HTHAB,CZ,2019,0.76,homicide
ICCS0101,P_HTHAB,CZ,2020,0.53,homicide
ICCS0101,P_HTHAB,CZ,2021,0.43,homicide
ICCS0101,P_HTHAB,CZ,2022,0.75,homicide
ICCS0101,P_HTHAB,CZ,2023,0.63,homicide
ICCS0101,P_HTHAB,CZ,2024,0.63,homicide
ICCS0101,P_HTHAB,DE,2008,0.8,homicide
ICCS0101,P_HTHAB,DE,2009,0.88,homicide
ICCS0101,P_HTHAB,DE,2010,0.85,homicide
ICCS0101,P_HTHAB,DE,2011,0.86,homicide
ICCS0101,P_HTHAB,DE,2012,0.77,homicide
ICCS0101,P_HTHAB,DE,2013,0.77,homicide
ICCS0101,P_HTHAB,DE,2014,0.8,homicide
ICCS0101,P_HTHAB,DE,2015,0.81,homicide
ICCS0101,P_HTHAB,DE,2016,0.91,homicide
ICCS0101,P_HTHAB,DE,2017,0.89,homicide
ICCS0101,P_HTHAB,DE,2018,0.76,homicide
ICCS0101,P_HTHAB,DE,2019,0.71,homicide
ICCS0101,P_HTHAB,DE,2020,0.86,homicide
ICCS0101,P_HTHAB,DE,2021,0.76,homicide
ICCS0101,P_HTHAB,DE,2022,0.74,homicide
ICCS0101,P_HTHAB,DE,2023,0.8,homicide
ICCS0101,P_HTHAB,DE,2024,0.83,homicide
ICCS0101,P_HTHAB,DK,2008,0.96,homicide
